final_sentence,grammar_score,coherence_score,word
The road narrowed before us at the hairpin bend.,0.96,1,hairpin
The curly hair matched her bright smile perfectly outside.,0.96,1,curly
"The pirate had a big, bushy mustache.",1.01,1,mustache
The old map had many wrinkles from being folded.,0.98,1,wrinkle
The book is on the table inside the living room.,0.77,1,inside
"Here is a sentence that meets the requirements: ""The mirror reflects our outward appearance inwardly."" I hope this sentence helps elementary school vocabulary learners understand the meaning of the word ""inward"" in a clear and simple way",0.79,1,inward
I can put the book in my backpack.,1.0,1,in
The children played among the colorful balloons at the party.,0.89,1,among
"This sentence meets all the requirements: ""The teacher includes pencils in every student's backpack."" This sentence is clear, simple, and easy to understand for elementary school students. It conveys the idea of including pencils as part of every",0.77,1,include
The ball rolled into the pool.,1.0,1,into
The student reads the newspaper every morning at home.,0.96,1,newspaper
The kids read their favorite magazine every weekend.,0.99,1,magazine
The kids were listening to their favorite radio station.,0.96,1,radio
The story on this page is very exciting.,0.87,1,page
"Here's a sentence that meets the requirements: ""I like reading news about my favorite sports teams."" This sentence is clear, simple, and easy to understand for an elementary school student in the US. It includes the word 'news",0.78,1,news
My teacher helps me find websites for homework.,0.99,1,website
The water comes from a single source in town.,0.98,1,source
The school uses a library as a valuable resource.,0.96,1,resource
"Here it is: ""When I visit my grandparents, I often play outside."" This sentence meets all the requirements: it includes the word 'often' exactly as specified, conveys a clear and simple idea, and uses appropriate vocabulary",0.81,1,often
My friend likes playing outside sometimes.,0.98,1,sometimes
Students usually sit at their own desks in class.,0.97,1,usually
"I can create a sentence that meets the requirements. Here is one example: ""The polar bears rarely hunt in the summer months."" This sentence includes the word ""rarely"" exactly as it is, is clear and simple, convey",0.76,1,rarely
Here is a sentence that meets the requirements: The rabbit seldom goes to school every day.,0.89,1,seldom
Students usually stay home when they're generally feeling sick.,0.94,1,generally
"Here is a sentence that meets the requirements: ""Developing good habits helps us stay healthy forever."" This sentence includes the word ""habit"" exactly as it is, conveys a clear and simple idea, uses age-appropriate vocabulary",0.81,1,habit
My mom always helps me with my homework.,0.99,1,always
"I can create a meaningful sentence for elementary school vocabulary learning. Here it is: ""I will never eat candy before bedtime."" This sentence includes the word 'never' exactly as it is, conveys a clear and",0.79,1,never
The sun will shine once again tomorrow morning.,0.99,1,once
The teacher asked the students to sing twice in front of everyone.,0.89,1,twice
The cat just pounced on its favorite toy quickly.,0.96,1,just
She will ride her bike again tomorrow outside.,0.99,1,again
"Here is a sentence that meets the requirements: ""Let's draw another picture today after lunch."" This sentence includes the word ""another"" exactly as it is, is clear and simple, conveys a logical idea,",0.8,1,another
Please repeat after me to practice your pronunciation.,0.72,1,repeat
My dog has already eaten the whole bag of treats.,0.95,1,already
She was finally able to ride her bike down the hill.,0.86,1,finally
The teacher thought the clown was really funny.,0.99,1,funny
The teacher's humorous jokes made everyone laugh loudly.,0.96,1,humorous
My friend felt sad when she lost her favorite toy.,0.95,1,sad
"Here is a sentence that meets the requirements: ""My friend sounds well on her piano playing today."" This sentence includes the word 'well' exactly as it is, and conveys a clear idea about someone's performance. It",0.78,1,well
The teacher told the kids that was just a joke.,0.95,1,joke
The tired student let out a loud sigh.,1.0,1,sigh
The teacher decided the noise was irrelevant during class.,0.96,1,irrelevant
The teacher told them it was all just nonsense anyway.,0.95,1,nonsense
"Here's a sentence that meets the requirements: ""Many people visit Canada every year for vacation."" This sentence includes the word 'Canada' exactly as it is, conveys a simple idea, and uses age-appropriate",0.81,1,Canada
The United States sells many goods to China.,1.01,1,China
The students visited Japan last summer for vacation.,0.99,1,Japan
Children in Korea learn many new languages.,0.99,1,Korea
The Korean boy brought his favorite kite to school.,0.97,1,Korean
"This sentence meets the requirements: ""Cars drive quickly through Brazil's beautiful countryside roads."" This sentence includes the word ""Brazil"" exactly as it is, and conveys a clear idea of a specific location in which cars",0.8,1,Brazil
The United States is a country in North America.,0.84,1,country
Students in India often celebrate Diwali with fireworks.,0.99,1,India
Students visit the U.S.A. every summer vacation.,0.99,1,the U.S.A.
"Here's a sentence that meets all your requirements: ""The whole world is full of amazing animals."" This sentence includes the word ""world"" exactly as it is, and conveys a clear and simple idea about diversity in nature.",0.86,1,world
The tourists visited their friends abroad last summer.,0.99,1,abroad
"Here's a sentence that meets the requirements: ""The teacher spoke in a foreign accent loudly."" This sentence includes the word 'foreign' exactly as it is, conveys a single idea, and uses simple",0.78,1,foreign
The teacher asks students to check their passport.,0.99,1,passport
The kids will play outside where it's safe.,0.98,1,where
You can play games anywhere at your family's vacation home.,0.92,1,anywhere
"Here is a sentence that meets the requirements: ""Do you have any pencils in your backpack?"" This sentence includes the word ""any"" exactly as it is, conveys a simple idea, and uses age-appropriate vocabulary and",0.81,1,any
The cat chased which ball across the floor.,1.0,1,which
My homework is done until tomorrow afternoon.,0.92,1,until
You will go outside unless it's raining.,0.99,1,unless
Here's a sentence that meets the requirements: I wanted ice cream but I didn't have money.,0.89,1,but
You can either read aloud or listen quietly.,1.0,1,or
The teacher will give us homework if we behave well.,0.95,1,if
"After considering the given conditions, I have created an English sentence: ""When you're done eating dinner, then we watch TV."" This sentence meets all the requirements: includes 'then' exactly as it is, conveys a",0.81,1,then
The teacher chose a different game instead of soccer.,0.96,1,instead
"Here's a sentence that meets the requirements: ""My friends come over except on Sundays."" This sentence is clear, simple, and easy to understand for an elementary school student in the US. It conveys a logical idea",0.79,1,except
My friends are playing outside besides me today.,0.98,1,besides
She would have gone to the beach otherwise.,1.0,1,otherwise
"Here's a sentence that meets the requirements: Even though it rained, we still had fun playing outside. This sentence includes the word 'although' exactly as it is, conveys a clear and simple idea, and uses",0.81,1,although
The teacher asked who was sitting in her seat.,0.97,1,who
The teacher welcomes everyone to the school play tonight.,0.95,1,everyone
The teacher asked nobody to pass out the pencils.,0.96,1,nobody
The teacher asked anybody in the class to help.,0.96,1,anybody
My teacher helps anyone who needs extra help in class.,0.95,1,anyone
You can draw a picture of your favorite animal.,0.97,1,you
"Here is a sentence that meets the requirements: ""I am going to share my toys with me."" This sentence includes the word 'me' exactly as it is, conveys a clear and simple idea of sharing toys, uses age",0.81,1,me
The police officer helped the person who was lost.,0.97,1,person
The book falls off the table because it's too heavy.,0.92,1,because
My brother doesn't play soccer because of a broken toe.,0.92,1,because of
"Here is a sentence that meets the requirements: ""When I explain something, we can understand it better."" This sentence includes the word ""understand"" exactly as it is, and conveys a simple idea about learning. It uses basic",0.77,1,understand
My dog has a ball of yarn.,1.01,1,of
The teacher needs to explain the math problem clearly.,0.95,1,explain
The school's principal follows the principle of kindness daily.,0.93,1,principle
The teacher will justify her decision to assign homework tonight.,0.93,1,justify
The teacher said it was illogical to leave class unprepared.,0.94,1,illogical
The artist used a paintbrush to paint the wall.,0.97,1,paintbrush
The kids love painting beautiful pictures outside.,0.98,1,paint
The student used an eraser to correct her mistakes.,0.96,1,eraser
The teacher made a mark on her student's paper.,0.95,1,mark
The teacher helps her students set clear goals and aim.,0.95,1,aim
The actor played a brave knight in the play.,0.97,1,actor
The actress won an award for her best performance.,0.95,1,actress
The star in the sky shines brightly at night.,0.97,1,star
The teacher helps students understand their special role.,0.98,1,role
The superhero's character inspired many young fans nationwide.,0.96,1,character
The brave firefighter was called a hero at school.,0.89,1,hero
The famous painter created many beautiful works of art.,0.96,1,famous
The new movie starring Tom Hanks is very popular.,0.9,1,popular
"Here's a simple sentence for elementary school vocabulary learning: ""My favorite book is about a happy rabbit."" This sentence meets all the requirements: it includes the word ""favorite"" exactly as it is, conveys the",0.79,1,favorite
"Here's a sentence that meets the requirements: ""When I visit my grandparents, their house is familiar."" This sentence includes the word ""familiar"" exactly as it is, conveys a clear and simple idea, and",0.81,1,familiar
"Emma was given the nickname ""Star"" by her friends.",0.91,1,nickname
The library has many common books on its shelves.,0.97,1,common
The flag represents our country's freedom and unity.,0.96,1,represent
The teacher helps students find their future job.,0.99,1,job
"Here is a sentence that meets the requirements: ""My mom goes to work every morning."" This sentence includes the word ""work"" exactly as it is, conveys a clear and simple idea, uses easy vocabulary and grammar suitable for elementary",0.81,1,work
The company's employer is very happy with her work.,0.81,1,employer
The machines at the farm are working all day.,0.96,1,working
"Here's a sentence that meets the requirements: ""After school, I do my homework every evening."" This sentence includes the word ""homework"" exactly as it is, conveys a clear and logical idea, and uses simple",0.81,1,homework
The hard worker puts in great effort every day.,0.98,1,effort
The class worked on their school project together.,0.99,1,project
The school has one company that makes educational materials.,0.95,1,company
My friend runs a small ice cream business outside.,0.97,1,business
"Here's a sentence that meets the requirements: ""As students learn, they make steady progress each month."" This sentence includes the word 'progress' exactly as it is, conveys a clear and logical idea about",0.81,1,progress
The airplane will operate safely tomorrow morning.,0.98,1,operate
The city's plan focuses on school development today.,0.95,1,development
The school will hire a new librarian next month.,0.98,1,hire
The workers will do some labor for their new team.,0.95,1,labor
The ambitious girl won the science fair award last year.,0.94,1,ambitious
The teacher will help you fix your broken pencil.,0.98,1,fix
"Here is a sentence that meets the requirements: The teacher helped us repair our broken pencils. This sentence includes the word 'repair' exactly as it is, conveys a clear and simple idea, and uses easy-",0.79,1,repair
The teacher can help us learn new math facts.,0.98,1,help
The math teacher helped her student solve the problem.,0.96,1,problem
The teacher helped students solve their math problems together.,0.96,1,solve
The lady gently picked up the small bug.,1.0,1,bug
The dog got into trouble in the backyard today.,0.96,1,trouble
"I can create a valid sentence. Here it is: ""When I turn 18, I will move to my left."" This sentence meets all the requirements: it includes the word 'left' exactly as it is, is clear and simple,",0.76,1,left
"When walking, always follow the direction of the signs. This sentence includes the word 'direction' exactly as it is, is clear and simple, conveys a logical idea, and conveys a clear and simple message.",0.83,1,direction
The kids are going south on their summer vacation.,0.98,1,south
The compass points towards the north.,0.78,1,north
The sun sets in the west at night.,0.87,1,west
The sun rises in the east every morning.,0.99,1,east
The sun rises eastward every morning slowly.,0.99,1,eastward
The ball moved leftward across the green soccer field.,0.97,1,leftward
The hands of the clock move clockwise around it.,0.84,1,clockwise
The book falls off the side of the table.,0.92,1,side
The map will show us our direct route home.,0.98,1,direct
The kids are going forward on their field trip.,0.98,1,forward
The teacher decided to take students straight to recess.,0.95,1,straightway
The big house has an opposite side door.,1.0,1,opposite
"The correct answer is: When I'm walking down the hallway, I walk on the right side.",0.86,1,right
"Here is a sentence that meets the requirements: ""Mistaking the map made it look wrong to me."" This sentence includes the word 'wrong' exactly as it is, is clear and simple, conveys a single",0.78,1,wrong
The teacher will give us correct answers on the quiz.,0.94,1,correct
"Here's a sentence that meets all the requirements: ""When we make a mistake, we can try again."" This sentence includes the word ""mistake"" exactly as it is, without any changes or additional forms. It convey",0.79,1,mistake
The teacher points out an error on her test.,0.98,1,error
The teacher pointed out the incorrect answer on the test.,0.89,1,incorrect
"Here it is: ""My friend will help me know how to ride a bike."" This sentence includes the word 'know' exactly as it is, conveys a clear and simple idea, and uses age-appropriate vocabulary and",0.8,1,know
The book is still on the teacher's desk today.,0.81,1,still
The teacher helped the students find their point on the map.,0.87,1,point
The teacher told us it was raining outside falsely.,0.96,1,false
"Here's a sentence that meets the requirements: Even if it rains, we'll still have fun anyway. This sentence includes the word ""anyway"" exactly as it is, conveys a clear and simple idea,",0.81,1,anyway
The teacher is certain she will come to class tomorrow.,0.94,1,certain
The teacher made a clear statement about the test.,0.96,1,statement
The kids are playing outside in the sunshine.,0.98,1,outside
"Here's a sentence that meets the requirements: ""The kids went to the park on Saturday."" This sentence includes the word 'park' exactly as it is, without any changes or additional forms. It conveys a clear and",0.77,1,park
Kids love playing on the school playground every day.,0.97,1,playground
"Here's a sentence that meets the requirements: Children love playing at the beach every summer. This sentence includes the word 'beach' exactly as it is, conveys a single idea, and uses simple vocabulary and grammar suitable",0.79,1,beach
The kids love to swing on the playground equipment.,0.96,1,swing
The medicine helped her feel better after having a stomachache.,0.93,1,stomachache
"Here's a sentence that meets all the requirements: ""When I got a toothache, I went to see the dentist."" This sentence is short, clear, and easy to understand for an elementary school student in the US. It",0.78,1,toothache
The baby laughed at her tummy's silly little belly.,0.95,1,belly
The medicine helps ease your stomach after eating too much.,0.95,1,stomach
The school held a contest to choose the class president.,0.94,1,contest
Students will compete with each other in the science fair.,0.94,1,compete with
The school held a competition for the best science fair project.,0.9,1,competition
The fire department used a match to light the grill.,0.95,1,match
"Here's a sentence that meets all the requirements: ""Please help me tie my shoelaces today."" This sentence is clear, simple, and easy to understand for an elementary school student in the US. It conveys a single",0.79,1,tie
"Here is a sentence that meets the requirements: When comparing apples, we need to taste them. This sentence includes the word 'compare' exactly as it is, without any changes or additional forms. It conveys a clear",0.78,1,compare
The students will participate in the school play tonight.,0.94,1,participate in
The test will help students qualify for scholarships.,0.97,1,qualify
The school's basketball team played in the semifinal game.,0.94,1,semifinal
We need to reduce our daily waste at home.,0.98,1,waste
We spend time with our family every Sunday.,1.01,1,spend
Students need to use pencils for their school drawings.,0.96,1,use
The kids will dump their toys into the big bin.,0.95,1,dump
The volcano will destroy the city if it erupts badly.,0.94,1,destroy
The police officer tried to disarm the suspicious person.,0.96,1,disarm
"Here's a sentence that meets the requirements: ""The farmer preserves fruits in jars for winter."" This sentence includes the word ""preserve"" exactly as it is, and it conveys a clear idea about what",0.8,1,preserve
The teacher asked us to collect our pencils.,0.99,1,collect
The students will keep their pencils sharp in class.,0.97,1,keep
The cat put its dirty paws in the trash.,0.97,1,trash
"Here's a sentence that meets all the requirements: ""When I save money, I can buy toys."" This sentence includes the word 'save' exactly as it is, uses simple vocabulary and grammar, conveys a",0.81,1,save
The kids will travel around the world next summer.,0.97,1,travel
The school uses different modes of transportation to get there.,0.93,1,transportation
The train takes us on a fun field trip today.,0.96,1,train
"Here is a sentence that meets the requirements: ""After a long trip, we finally arrived home."" This sentence includes the word ""trip"" exactly as it is, conveys a clear and simple idea, and is contextually coherent",0.78,1,trip
The kids will move their bodies during physical education.,0.97,1,move
The dog will drag its favorite ball outside.,0.99,1,drag
The car will drive down our street today.,1.01,1,drive
The ball's motion across the field was very fast.,0.82,1,motion
The money will be transferred from your checking account.,0.88,1,transfer
The ball will roll across the finished road.,0.99,1,roll
"Here's a sentence that meets all your requirements: ""Riding without a helmet can be very dangerous."" This sentence is clear, simple, and easy to understand for an elementary school student in the US. It conveys a",0.78,1,dangerous
Using tobacco can be very harmful to our bodies.,0.84,1,harmful
"When walking alone at night, be aware of the danger.",0.82,1,danger
Taking a risk in sports can be very exciting.,0.84,1,risk
The haunted house was scary to many kids tonight.,0.84,1,scary
The haunted house gave me a lot of horror.,0.98,1,horror
The kitten was harmless when it slept outside.,0.99,1,harmless
The teacher helped her student overcome her misfortune.,0.97,1,misfortune
"The teacher will say ""look out"" when it's time to move.",0.91,1,look out
"Here is a sentence that meets the requirements: ""When we're walking near water, watch out for ripples."" This sentence includes the word 'watch out' exactly as it is, is clear and simple, conveys a",0.8,1,watch out
"Here is a sentence that meets the requirements: ""When playing with blocks, be careful not to fall."" This sentence includes the word ""careful"" exactly as it is, and conveys a clear idea about how to behave when playing",0.81,1,careful
The dog runs out of the house quickly.,0.99,1,out
The family goes downstairs every Sunday morning.,0.99,1,downstairs
The book is upstairs in my room right now.,0.84,1,upstairs
The teacher sits at her desk every morning.,0.99,1,desk
"Here is a sentence that meets the requirements: ""After school, we need to put leftovers in the fridge."" This sentence includes the word ""fridge"" exactly as it is, and conveys a clear, simple idea that is",0.79,1,fridge
The teacher looked out the window at the rain.,0.91,1,window
The dog runs quickly back home every day.,1.0,1,home
"Here is a meaningful and natural English sentence that meets the requirements: The ball rolled across the floor quietly tonight. This sentence includes the word 'floor' exactly as it is, conveys a clear and simple idea, and uses",0.78,1,floor
The kids are playing far away in the backyard.,0.96,1,far
The astronauts measured their distance from Earth carefully.,0.98,1,distance
The park is near my house.,0.88,1,near
Students walked along the playground every morning.,0.99,1,along
The teacher watched her students closely during the test.,0.95,1,closely
The marathon runner ran 5 kilometers down the street.,0.96,1,kilometer
The hostess was polite when she served us tea.,0.98,1,polite
The teacher told John he was being very rude.,0.98,1,rude
The loud noise was very impolite in class.,0.87,1,impolite
The mother won't scold her brother for making messes.,0.95,1,scold
The nosy neighbor asked me many personal questions.,0.99,1,nosy
The diligent student got an A on her math test.,0.95,1,diligent
The outgoing student gave a great presentation today.,0.97,1,outgoing
The teacher will conduct a quiz on Friday.,0.99,1,conduct
The city is designed to be very civil outdoors.,0.9,1,civil
The teacher told Sarah not to be unkind to her brother.,0.92,1,unkind
The teacher tried to reach the antisocial student yesterday.,0.95,1,antisocial
A nonviolent approach helps animals feel happy and safe.,0.96,1,nonviolent
The careless student dropped his pencil on the floor.,0.96,1,careless
The talkative child loved to chat with her friends.,0.97,1,talkative
The pig was very fat from eating too much food.,0.89,1,fat
"Here's a sentence that meets all the requirements: ""The thread was very thin and broke easily."" This sentence includes the word ""thin"" exactly as it is, conveys a clear idea, and uses simple vocabulary and grammar",0.79,1,thin
"Here is a sentence that meets the requirements: ""Keep your body warm by wearing a coat outside."" This sentence includes the word 'body' exactly as it is, conveys a clear and simple idea, uses age-appropri",0.8,1,body
The stick helps hold together the broken fence.,0.99,1,stick
The block has many different shapes inside.,1.0,1,shape
"Here is a sentence that meets all the requirements: She likes it when her shirt fits just right. This sentence includes the word 'fit' exactly as it is, conveys a clear and simple idea, and uses easy-",0.81,1,fit
The boy's strong arm helped him lift the heavy box.,0.92,1,strong
The weak leg needed more support when running.,0.99,1,weak
"Here's a sentence that meets all the requirements: ""The rock climbers use their strength to climb up."" This sentence includes the word ""strength"" exactly as it is, and conveys a simple idea about rock",0.8,1,strength
The superhero's powerful arm saved the city from danger.,0.94,1,powerful
The singer's voice began to faint after a long performance.,0.91,1,faint
The artist was skillful at painting beautiful pictures.,0.91,1,skillful
"Here it is: ""When I have less money, I buy fewer toys."" This sentence includes the word 'less' exactly as it is, conveys a clear and simple idea, and uses age-appropriate vocabulary and grammar",0.8,1,less
The book has more pictures than I expected.,0.99,1,more
The teacher gave us much homework tonight.,0.99,1,much
"Here's a sentence that meets the requirements: ""When I have enough money, I buy new toys."" This sentence includes the word 'enough' exactly as it is, is clear and simple, conveys a logical",0.81,1,enough
"I can create a valid sentence. Here it is: ""My dog is faster than my cat."" This sentence meets all the requirements: it includes the word ""than"" exactly as it is, conveys a clear and simple idea,",0.76,1,than
My sister found nothing in her lost lunchbox yesterday.,0.96,1,nothing
"Here is a sentence that meets the requirements: ""I would buy anything I really need tomorrow."" This sentence includes the word 'anything' exactly as it is, is clear and simple, and conveys a logical idea about",0.79,1,anything
"Here is a sentence that meets the requirements: ""The teacher showed us everything on the whiteboard."" This sentence includes the word 'everything' exactly as it is, is clear and simple, conveys a single logical",0.77,1,everything
My teacher gave us something to eat during recess.,0.97,1,something
The runny nose makes it hard to sleep.,1.01,1,runny
The doctor tested my brother for an allergy.,0.99,1,allergy
"Here is a sentence that meets the requirements: ""If you don't put away your toys, you will lose them."" This sentence includes the word ""lose"" exactly as it is, is clear and simple, conveys a message",0.8,1,lose
She will win the prize if she solves the puzzle.,0.95,1,win
The soccer team won the victory in the championship game.,0.88,1,victory
"Here is a sentence that meets the requirements: ""I will go to my dream summer camp next year."" This sentence includes the word ""dream"" exactly as it is, and conveys a clear and logical idea about planning for summer",0.81,1,dream
The flag waved proudly at the front of the school.,0.9,1,flag
The firefighters used a bomb to put out the fire.,0.93,1,bomb
"Here is a sentence that meets the requirements: ""The teacher helps her students set a goal."" This sentence includes the word ""goal"" exactly as it is, and conveys a clear and simple idea of helping students achieve ",0.78,1,goal
"If I were to fail, I would have to try again.",0.93,1,fail
The school played a concert during wartime.,0.99,1,war
The basketball player will try to score another basket.,0.97,1,score
The strongest child will often dominate in a classroom game.,0.94,1,dominate
"Here is a sentence that meets the requirements: ""When we behave good, there's a rule for everyone."" This sentence includes the word ""rule"" exactly as it is, conveys a single logical idea about following",0.8,1,rule
The puzzle was easy to solve yesterday.,0.93,1,easy
The recipe for making cookies is very simple.,0.93,1,simple
The little girl pressed the button on her coat.,0.97,1,button
The girl carefully put a pin in her collage.,0.97,1,pin
The kids will switch off during recess outside today.,0.98,1,switch
The situation can complicate things when trying to solve puzzles.,0.94,1,complicate
The flowers in the garden have a nice smell.,0.97,1,smell
The rotten fruit started to stink in the basket.,0.97,1,stink
"When you hug someone, you usually start to feel happy.",0.95,1,feel
"Here is a sentence that meets all the requirements: When you leave a candle burning, be careful. This sentence includes the word ""burn"" exactly as it is, and conveys a clear and logical idea about safety around candles",0.8,1,burn
She used her senses to enjoy the beautiful park.,0.98,1,sense
"Here's a sentence that meets the requirements: ""Learning new skills gives us great life experience."" This sentence is clear, simple, and easy to understand for an elementary school student in the US. It conveys the idea that acquiring",0.77,1,experience
Here's a sentence that meets the requirements: The art show left a lasting impression on me.,0.88,1,impression
"I can create a valid sentence. Here it is: ""I will forget my lunch at home today."" This sentence meets all the requirements: It includes the word 'forget' exactly as it is. It's a valid",0.77,1,forget
"Here's a sentence that meets the requirements: ""My mom always says remember to wear your helmet safely."" This sentence includes the word 'remember' exactly as it is, conveys a clear idea about wearing helmets,",0.81,1,remember
I can think of many things when I'm lying in bed.,0.9,1,think
Can you imagine seeing a friendly dinosaur in person?,0.96,1,imagine
You can realize your dream by working hard every day.,0.95,1,realize
The clock strikes one every hour on time.,0.75,1,hour
Taking one minute to clean your room helps.,0.87,1,minute
It's time to go outside and play now.,0.91,1,time
The teacher told us to pause before answering questions.,0.96,1,pause
"Here's a sentence that meets the requirements: ""It was my favorite moment when I finished first."" This sentence includes the word ""moment"" exactly as it is, and it's clear, simple, and easy to",0.8,1,moment
Students were reading books while listening to music quietly.,0.96,1,while
"Here is a sentence that meets the requirements: ""My sister agrees to help me with my homework."" This sentence includes the word ""agree"" exactly as it is, conveys a simple idea, and uses easy-to",0.81,1,agree
The teacher asked us to respectfully disagree on the topic.,0.92,1,disagree
Students in class must agree with their homework assignments.,0.95,1,agree with
The answer to true questions helps us learn something new.,0.95,1,true
The teacher helps students especially with their math homework tonight.,0.93,1,especially
The judge tried to be fair in her decision.,0.98,1,fair
The teacher will congratulate the winner of the science fair.,0.87,1,congratulate
The teacher gave her student a big congratulations.,0.97,1,congratulation
The sun rises slowly in winter mornings.,1.0,1,as
The toy at the store was very cheap.,0.87,1,cheap
Buying expensive toys can be too much money.,0.87,1,expensive
Here is a sentence that meets the requirements: Buying a new bike can be very expensive and cost a lot.,0.86,1,cost
The store sells toys at different price.,1.0,1,price
"Here is a sentence that meets the requirements: ""The cashier asked if I had a dollar."" This sentence includes the word ""dollar"" exactly as it is, conveys a clear idea about a transaction, and uses",0.78,1,dollar
You can watch free animals at the zoo every summer.,0.95,1,free
The family made a budget to save money each month.,0.96,1,budget
Here is a sentence that meets the requirements: The store offers a great bargain on toys this weekend.,0.88,1,bargain
The teacher found a useful thing in her desk drawer.,0.95,1,thing
The kids played outside with all their favorite stuff.,0.97,1,stuff
The cat is sleeping on it.,1.0,1,it
The cat is chasing that ball outside.,0.99,1,that
The teacher gave us so much homework tonight.,0.99,1,so
"Here is a sentence that meets the requirements: ""What do you want to eat for lunch today?"" This sentence includes the word ""what"" exactly as it is, without any changes or additional forms. It conveys a clear and",0.79,1,what
The two cats are the same color.,0.87,1,same
Students will sit quietly during class likewise as instructed.,0.96,1,likewise
The book is here on my desk for you.,0.85,1,here
My brother likes ice cream too.,1.0,1,too
The teacher will also help with difficult assignments.,0.97,1,also
The kids drew a circle on the playground floor.,0.97,1,circle
The basketball team drew a semicircle on the floor.,0.96,1,semicircle
The girl wore a ring on her middle finger.,0.98,1,ring
"Here's a meaningful and natural English sentence for elementary school vocabulary learning: The dog will run around the corner of the house. This sentence meets all the requirements: it includes the word ""around"" exactly as it is, conveys the",0.78,1,around
The cat sits in the corner of the room.,0.92,1,corner
The kids played a round of soccer in the park.,0.95,1,round
"When it's time to go outside, we need to turn off the lights.",0.9,1,turn
The top spinning ball goes round very fast.,1.0,1,spin
The teacher drew a triangle on the blackboard today.,0.96,1,triangle
The teacher drew a square on the blackboard today.,0.96,1,square
The wife made breakfast for her family today.,1.0,1,wife
The husband brought flowers to his wife today.,0.99,1,husband
The baby is taking a nap in her bed.,0.98,1,baby
The doctor helped me ease my tooth pain.,1.01,1,pain
The soccer ball hurt my little brother's knee yesterday.,0.95,1,hurt
The hurt finger was feeling very sore after falling.,0.97,1,sore
Eating too much candy can cause a headache.,0.87,1,headache
The doctor checked my temperature for fever.,0.97,1,fever
"Here's a sentence that meets all your requirements: ""The skeleton is made of very bony parts."" This sentence includes the word 'bony' exactly as it is, conveys a clear idea, and uses",0.81,1,bony
"After careful consideration, I've come up with a sentence that meets all the requirements: ""The old book hurt my knee and gave me an ache."" This sentence includes the word ""ache"" exactly as it is, conveys the",0.79,1,ache
"After considering the requirements, I came up with this sentence: ""Spinning around in circles can make me feel dizzy."" This sentence includes the word ""dizzy"" exactly as it is, without any changes or additional forms. It",0.78,1,dizzy
The nurse carefully cleaned the wound on your knee.,0.96,1,wound
The winner of the science fair received a prize.,0.96,1,prize
The teacher gave us a reward for our good behavior.,0.95,1,reward
The teacher will give out an award tomorrow.,0.99,1,award
The kids bought a ticket to the amusement park today.,0.95,1,ticket
The teacher explained what constitutes a handicap in school.,0.94,1,handicap
The store offers a guarantee on all new toys.,0.98,1,guarantee
The store gave me a receipt for my purchase today.,0.95,1,receipt
"This sentence meets all the requirements: it includes the word ""refund"" exactly as specified, is clear and simple, conveys the message ""refund"" exactly as specified, is clear and simple, conveys the message ""refund""",0.79,1,refund
"Here's a sentence that meets the requirements: ""Can I borrow your pencil when I need it?""",0.84,1,borrow
My friend will lend me her favorite pencil.,1.0,1,lend
The bank near my house has a great swimming pool.,0.95,1,bank
The dog will chase after the ball outside.,0.99,1,chase
"Here's a sentence that meets the requirements: ""Students earn credit for completing their science homework projects."" This sentence includes the word ""credit"" exactly as it is, and conveys a clear and simple idea about earning recognition",0.8,1,credit
The police officer will give me my driver's license charge.,0.92,1,charge
The school will reserve the big field for recess today.,0.95,1,reserve
The baby lets out a happy giggle at the clown.,0.95,1,giggle
The kids will laugh when they play outside together.,0.97,1,laugh
"Here's a sentence that meets the requirements: ""My brother will laugh at my silly joke today."" This sentence includes the word ""laugh at"" exactly as it is, is clear and simple, and conveys a single message",0.81,1,laugh at
The book is on the table at home.,0.87,1,at
"Here's a sentence that meets the requirements: ""When I see my friends, I always smile."" This sentence includes the word 'smile' exactly as it is, conveys a clear and simple idea, uses age-",0.82,1,smile
Emily's face turned pink when she blushed.,1.0,1,blush
The pizza was cut into half for each of us.,0.89,1,half
The children walked halfway down the field.,0.99,1,halfway
The teacher asked us about our summer vacation plans.,0.97,1,about
The pencil is in the middle of my desk.,0.84,1,middle
The teacher gave us a small part of our homework.,0.95,1,part
"Here's a sentence that meets all your requirements: ""Can you eat the whole apple by yourself?"" This sentence includes the word 'whole' exactly as it is, is clear and simple, conveys a logical",0.81,1,whole
The house on Elm Street has a vacant lot.,0.98,1,vacant
The empty box was left on the shelf.,0.93,1,empty
The page had zero pencils in it.,1.0,1,zero
The glass was full of juice after being filled.,0.66,1,full
The bucket will fill up with water quickly outside.,0.97,1,fill
The friends decided to sit apart during recess.,0.99,1,apart
The books need to be kept separate on the shelf.,0.95,1,separate
The teacher gave us a small piece of candy.,0.98,1,piece
The sun will shine away from our house today.,0.98,1,away
The rabbit liked to play outside alone in spring.,0.98,1,alone
"Here is a sentence that meets the requirements: ""When we lose our phone connection, we need to disconnect."" This sentence includes the word ""disconnect"" exactly as it is, conveys a clear and logical idea, and",0.81,1,disconnect
The girl wants to be independent and make her own choices.,0.91,1,independent
"Here's a sentence that meets the requirements: ""Students will exchange their pencils at recess time."" This sentence includes the word 'exchange' exactly as it is, conveys a clear and logical idea",0.81,1,exchange
The store offers different goods in exchange for trade.,0.97,1,trade
The mailman will send your package today.,0.99,1,send
